sample,input_row,name,ra_deg,dec_deg,coordinate_source,search_radius_arcsec,optical_counterpart_identified,transient_redshift,status,candidate_count,nearest_name,nearest_ra_deg,nearest_dec_deg,nearest_z,nearest_sep_arcsec,aladin_path,aladin_notebook_path,cat_table_path,error
WXT_results,23,EP240802a,287.8071,-2.3122,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240802a/aladin.html,examples/WXT_results_summary_data/EP240802a/aladin.ipynb,examples/WXT_results_summary_data/EP240802a/cat_table.csv,
WXT_results,24,EP240804a,337.6638,-39.1243,fxt_ra/fxt_dec,20.0,False,3.662,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240804a/aladin.html,examples/WXT_results_summary_data/EP240804a/aladin.ipynb,examples/WXT_results_summary_data/EP240804a/cat_table.csv,
WXT_results,25,EP240806a,11.4863,5.0941,fxt_ra/fxt_dec,20.0,False,2.818,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240806a/aladin.html,examples/WXT_results_summary_data/EP240806a/aladin.ipynb,examples/WXT_results_summary_data/EP240806a/cat_table.csv,
WXT_results,26,EP240807a,300.966,-68.7854,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240807a/aladin.html,examples/WXT_results_summary_data/EP240807a/aladin.ipynb,examples/WXT_results_summary_data/EP240807a/cat_table.csv,
WXT_results,27,EP240816a,292.9685,-54.4057,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240816a/aladin.html,examples/WXT_results_summary_data/EP240816a/aladin.ipynb,examples/WXT_results_summary_data/EP240816a/cat_table.csv,
WXT_results,28,EP240816b,16.016,15.415,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240816b/aladin.html,examples/WXT_results_summary_data/EP240816b/aladin.ipynb,examples/WXT_results_summary_data/EP240816b/cat_table.csv,
WXT_results,29,EP240820a,16.2454,-34.6933,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240820a/aladin.html,examples/WXT_results_summary_data/EP240820a/aladin.ipynb,examples/WXT_results_summary_data/EP240820a/cat_table.csv,
WXT_results,30,EP240908a,14.0032,8.0735,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240908a/aladin.html,examples/WXT_results_summary_data/EP240908a/aladin.ipynb,examples/WXT_results_summary_data/EP240908a/cat_table.csv,
WXT_results,31,EP240913a,16.6929,16.7309,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240913a/aladin.html,examples/WXT_results_summary_data/EP240913a/aladin.ipynb,examples/WXT_results_summary_data/EP240913a/cat_table.csv,
WXT_results,32,EP240918a,289.3957,46.1261,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240918a/aladin.html,examples/WXT_results_summary_data/EP240918a/aladin.ipynb,examples/WXT_results_summary_data/EP240918a/cat_table.csv,
WXT_results,33,EP240918b,258.66,66.739,wxt_ra/wxt_dec,190.0,False,,success,1,DESI J171504.64+664439.1,258.769318,66.744202,0.0859998,156.52669419288983,examples/WXT_results_summary_data/EP240918b/aladin.html,examples/WXT_results_summary_data/EP240918b/aladin.ipynb,examples/WXT_results_summary_data/EP240918b/cat_table.csv,
WXT_results,34,EP240918c,281.342,-13.171,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240918c/aladin.html,examples/WXT_results_summary_data/EP240918c/aladin.ipynb,examples/WXT_results_summary_data/EP240918c/cat_table.csv,
WXT_results,35,EP240919a,334.2815,-9.7358,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240919a/aladin.html,examples/WXT_results_summary_data/EP240919a/aladin.ipynb,examples/WXT_results_summary_data/EP240919a/cat_table.csv,
WXT_results,36,EP240930a,319.9363,41.298,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP240930a/aladin.html,examples/WXT_results_summary_data/EP240930a/aladin.ipynb,examples/WXT_results_summary_data/EP240930a/cat_table.csv,
WXT_results,37,EP241021a,28.8483,5.9395,fxt_ra/fxt_dec,20.0,False,0.75,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241021a/aladin.html,examples/WXT_results_summary_data/EP241021a/aladin.ipynb,examples/WXT_results_summary_data/EP241021a/cat_table.csv,
WXT_results,38,EP241025a,333.6551,83.575,fxt_ra/fxt_dec,20.0,False,4.2,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241025a/aladin.html,examples/WXT_results_summary_data/EP241025a/aladin.ipynb,examples/WXT_results_summary_data/EP241025a/cat_table.csv,
WXT_results,39,EP241026a,293.4006,57.9858,fxt_ra/fxt_dec,20.0,False,2.79,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241026a/aladin.html,examples/WXT_results_summary_data/EP241026a/aladin.ipynb,examples/WXT_results_summary_data/EP241026a/cat_table.csv,
WXT_results,40,EP241026b,56.4052,41.031,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241026b/aladin.html,examples/WXT_results_summary_data/EP241026b/aladin.ipynb,examples/WXT_results_summary_data/EP241026b/cat_table.csv,
WXT_results,41,EP241101a,37.7526,22.7175,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241101a/aladin.html,examples/WXT_results_summary_data/EP241101a/aladin.ipynb,examples/WXT_results_summary_data/EP241101a/cat_table.csv,
WXT_results,42,EP241103a,27.7581,18.9568,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241103a/aladin.html,examples/WXT_results_summary_data/EP241103a/aladin.ipynb,examples/WXT_results_summary_data/EP241103a/cat_table.csv,
WXT_results,43,EP241104a,32.574,31.555,wxt_ra/wxt_dec,190.0,False,,success,3,2MASX J02101793+3131357,32.574741,31.526606,0.0475756,102.24368021936904,examples/WXT_results_summary_data/EP241104a/aladin.html,examples/WXT_results_summary_data/EP241104a/aladin.ipynb,examples/WXT_results_summary_data/EP241104a/cat_table.csv,
WXT_results,44,EP241107a,35.0101,3.3351,fxt_ra/fxt_dec,20.0,False,0.456,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241107a/aladin.html,examples/WXT_results_summary_data/EP241107a/aladin.ipynb,examples/WXT_results_summary_data/EP241107a/cat_table.csv,
WXT_results,45,EP241111a,24.505,-1.171,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241111a/aladin.html,examples/WXT_results_summary_data/EP241111a/aladin.ipynb,examples/WXT_results_summary_data/EP241111a/cat_table.csv,
WXT_results,46,EP241113a,131.9966,52.3817,fxt_ra/fxt_dec,20.0,False,1.53,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241113a/aladin.html,examples/WXT_results_summary_data/EP241113a/aladin.ipynb,examples/WXT_results_summary_data/EP241113a/cat_table.csv,
WXT_results,47,EP241113b,110.2399,46.7872,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241113b/aladin.html,examples/WXT_results_summary_data/EP241113b/aladin.ipynb,examples/WXT_results_summary_data/EP241113b/cat_table.csv,
WXT_results,48,EP241115a,19.416,-17.954,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241115a/aladin.html,examples/WXT_results_summary_data/EP241115a/aladin.ipynb,examples/WXT_results_summary_data/EP241115a/cat_table.csv,
WXT_results,49,EP241119a,84.1045,3.8426,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241119a/aladin.html,examples/WXT_results_summary_data/EP241119a/aladin.ipynb,examples/WXT_results_summary_data/EP241119a/cat_table.csv,
WXT_results,50,EP241125a,48.561,37.677,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241125a/aladin.html,examples/WXT_results_summary_data/EP241125a/aladin.ipynb,examples/WXT_results_summary_data/EP241125a/cat_table.csv,
WXT_results,51,EP241126a,33.7444,11.7013,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241126a/aladin.html,examples/WXT_results_summary_data/EP241126a/aladin.ipynb,examples/WXT_results_summary_data/EP241126a/cat_table.csv,
WXT_results,52,EP241201a,282.4879,66.0697,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241201a/aladin.html,examples/WXT_results_summary_data/EP241201a/aladin.ipynb,examples/WXT_results_summary_data/EP241201a/cat_table.csv,
WXT_results,53,EP241202b,45.302,2.441,wxt_ra/wxt_dec,190.0,False,,success,1,DESI J030100.96+022609.0,45.253998,2.435824,0.0593261,173.65334745758247,examples/WXT_results_summary_data/EP241202b/aladin.html,examples/WXT_results_summary_data/EP241202b/aladin.ipynb,examples/WXT_results_summary_data/EP241202b/cat_table.csv,
WXT_results,54,EP241208a,127.8303,49.0831,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241208a/aladin.html,examples/WXT_results_summary_data/EP241208a/aladin.ipynb,examples/WXT_results_summary_data/EP241208a/cat_table.csv,
WXT_results,55,EP241217a,46.943,30.9292,fxt_ra/fxt_dec,20.0,False,4.59,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241217a/aladin.html,examples/WXT_results_summary_data/EP241217a/aladin.ipynb,examples/WXT_results_summary_data/EP241217a/cat_table.csv,
WXT_results,56,EP241217b,84.1503,-25.2979,fxt_ra/fxt_dec,20.0,False,1.879,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241217b/aladin.html,examples/WXT_results_summary_data/EP241217b/aladin.ipynb,examples/WXT_results_summary_data/EP241217b/cat_table.csv,
WXT_results,57,EP241223a,74.804,7.11,wxt_ra/wxt_dec,190.0,False,,success,1,DESI J045904.70+070605.7,74.7696,7.10159,0.0694155,126.56343367719695,examples/WXT_results_summary_data/EP241223a/aladin.html,examples/WXT_results_summary_data/EP241223a/aladin.ipynb,examples/WXT_results_summary_data/EP241223a/cat_table.csv,
WXT_results,58,EP241231a,67.951,-50.608,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241231a/aladin.html,examples/WXT_results_summary_data/EP241231a/aladin.ipynb,examples/WXT_results_summary_data/EP241231a/cat_table.csv,
WXT_results,59,EP241231b,100.064,16.171,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241231b/aladin.html,examples/WXT_results_summary_data/EP241231b/aladin.ipynb,examples/WXT_results_summary_data/EP241231b/cat_table.csv,
WXT_results,60,EP250108a,55.6182875,-22.50591111,optical_counterpart,20.0,True,0.176,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250108a/aladin.html,examples/WXT_results_summary_data/EP250108a/aladin.ipynb,examples/WXT_results_summary_data/EP250108a/cat_table.csv,
WXT_results,61,EP250109a,88.8069,-12.4967,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250109a/aladin.html,examples/WXT_results_summary_data/EP250109a/aladin.ipynb,examples/WXT_results_summary_data/EP250109a/cat_table.csv,
WXT_results,62,EP250111a,97.181,56.8983,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250111a/aladin.html,examples/WXT_results_summary_data/EP250111a/aladin.ipynb,examples/WXT_results_summary_data/EP250111a/cat_table.csv,
WXT_results,63,EP250125a,175.364,-21.7139,fxt_ra/fxt_dec,20.0,False,2.89,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250125a/aladin.html,examples/WXT_results_summary_data/EP250125a/aladin.ipynb,examples/WXT_results_summary_data/EP250125a/cat_table.csv,
WXT_results,64,EP250205a,113.5107,32.3717,fxt_ra/fxt_dec,20.0,False,3.55,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250205a/aladin.html,examples/WXT_results_summary_data/EP250205a/aladin.ipynb,examples/WXT_results_summary_data/EP250205a/cat_table.csv,
WXT_results,65,EP250207b,167.5133,-7.8694,fxt_ra/fxt_dec,20.0,False,3.2,success,1,DESI J111002.66-075212.0,167.511093,-7.869989,0.0822957,8.15100338422348,examples/WXT_results_summary_data/EP250207b/aladin.html,examples/WXT_results_summary_data/EP250207b/aladin.ipynb,examples/WXT_results_summary_data/EP250207b/cat_table.csv,
WXT_results,66,EP250208b,21.31,82.338,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250208b/aladin.html,examples/WXT_results_summary_data/EP250208b/aladin.ipynb,examples/WXT_results_summary_data/EP250208b/cat_table.csv,
WXT_results,67,EP250212a,114.9804,60.485,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250212a/aladin.html,examples/WXT_results_summary_data/EP250212a/aladin.ipynb,examples/WXT_results_summary_data/EP250212a/cat_table.csv,
WXT_results,68,EP250215a,156.3316,-27.6973,fxt_ra/fxt_dec,20.0,False,4.61,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250215a/aladin.html,examples/WXT_results_summary_data/EP250215a/aladin.ipynb,examples/WXT_results_summary_data/EP250215a/cat_table.csv,
WXT_results,69,EP250220a,113.4516,39.8098,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250220a/aladin.html,examples/WXT_results_summary_data/EP250220a/aladin.ipynb,examples/WXT_results_summary_data/EP250220a/cat_table.csv,
WXT_results,70,EP250223a,98.2748,-22.4442,fxt_ra/fxt_dec,20.0,False,2.756,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250223a/aladin.html,examples/WXT_results_summary_data/EP250223a/aladin.ipynb,examples/WXT_results_summary_data/EP250223a/cat_table.csv,
WXT_results,71,EP250225a,141.272,-4.932,wxt_ra/wxt_dec,190.0,False,,success,1,DESI J092457.67-045333.6,141.240295,-4.89267,0.0804138,181.60153390798897,examples/WXT_results_summary_data/EP250225a/aladin.html,examples/WXT_results_summary_data/EP250225a/aladin.ipynb,examples/WXT_results_summary_data/EP250225a/cat_table.csv,
WXT_results,72,EP250226a,224.2642,20.9754,fxt_ra/fxt_dec,20.0,False,3.315,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250226a/aladin.html,examples/WXT_results_summary_data/EP250226a/aladin.ipynb,examples/WXT_results_summary_data/EP250226a/cat_table.csv,
WXT_results,73,EP250227a,204.1441,-13.8213,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250227a/aladin.html,examples/WXT_results_summary_data/EP250227a/aladin.ipynb,examples/WXT_results_summary_data/EP250227a/cat_table.csv,
WXT_results,74,EP250302a,169.5151,33.5851,fxt_ra/fxt_dec,20.0,False,1.131,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250302a/aladin.html,examples/WXT_results_summary_data/EP250302a/aladin.ipynb,examples/WXT_results_summary_data/EP250302a/cat_table.csv,
WXT_results,75,EP250304a,208.3945,-42.80464167,optical_counterpart,20.0,True,0.2,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250304a/aladin.html,examples/WXT_results_summary_data/EP250304a/aladin.ipynb,examples/WXT_results_summary_data/EP250304a/cat_table.csv,
WXT_results,76,EP250308a,210.5876,18.4968,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250308a/aladin.html,examples/WXT_results_summary_data/EP250308a/aladin.ipynb,examples/WXT_results_summary_data/EP250308a/cat_table.csv,
WXT_results,77,EP250311a,224.7009,-2.8412,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250311a/aladin.html,examples/WXT_results_summary_data/EP250311a/aladin.ipynb,examples/WXT_results_summary_data/EP250311a/cat_table.csv,
WXT_results,78,EP250315a,203.0287,-9.5302,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250315a/aladin.html,examples/WXT_results_summary_data/EP250315a/aladin.ipynb,examples/WXT_results_summary_data/EP250315a/cat_table.csv,
WXT_results,79,EP250321a,179.2623,17.3622,fxt_ra/fxt_dec,20.0,False,4.368,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250321a/aladin.html,examples/WXT_results_summary_data/EP250321a/aladin.ipynb,examples/WXT_results_summary_data/EP250321a/cat_table.csv,
WXT_results,80,EP250402a,172.1798,-47.2954,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250402a/aladin.html,examples/WXT_results_summary_data/EP250402a/aladin.ipynb,examples/WXT_results_summary_data/EP250402a/cat_table.csv,
WXT_results,81,EP250404a,125.0604,35.5286,fxt_ra/fxt_dec,20.0,False,1.88,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250404a/aladin.html,examples/WXT_results_summary_data/EP250404a/aladin.ipynb,examples/WXT_results_summary_data/EP250404a/cat_table.csv,
WXT_results,82,EP250407a,134.813,-38.956,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250407a/aladin.html,examples/WXT_results_summary_data/EP250407a/aladin.ipynb,examples/WXT_results_summary_data/EP250407a/cat_table.csv,
WXT_results,83,EP250416a,256.4207,25.7755,fxt_ra/fxt_dec,20.0,False,0.963,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250416a/aladin.html,examples/WXT_results_summary_data/EP250416a/aladin.ipynb,examples/WXT_results_summary_data/EP250416a/cat_table.csv,
WXT_results,84,EP250421a,172.42,-24.6758,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250421a/aladin.html,examples/WXT_results_summary_data/EP250421a/aladin.ipynb,examples/WXT_results_summary_data/EP250421a/cat_table.csv,
WXT_results,85,EP250427a,277.273,7.5624,fxt_ra/fxt_dec,20.0,False,1.52,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250427a/aladin.html,examples/WXT_results_summary_data/EP250427a/aladin.ipynb,examples/WXT_results_summary_data/EP250427a/cat_table.csv,
WXT_results,86,EP250428b,220.4574,2.0989,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250428b/aladin.html,examples/WXT_results_summary_data/EP250428b/aladin.ipynb,examples/WXT_results_summary_data/EP250428b/cat_table.csv,
WXT_results,87,EP250430a,233.399,-18.13,wxt_ra/wxt_dec,190.0,False,0.767,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250430a/aladin.html,examples/WXT_results_summary_data/EP250430a/aladin.ipynb,examples/WXT_results_summary_data/EP250430a/cat_table.csv,
WXT_results,88,EP250508a,178.2555,-19.9244,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250508a/aladin.html,examples/WXT_results_summary_data/EP250508a/aladin.ipynb,examples/WXT_results_summary_data/EP250508a/cat_table.csv,
WXT_results,89,EP250511a,202.1112,-2.7042,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250511a/aladin.html,examples/WXT_results_summary_data/EP250511a/aladin.ipynb,examples/WXT_results_summary_data/EP250511a/cat_table.csv,
WXT_results,90,EP250512a,215.2043,-10.1009,fxt_ra/fxt_dec,20.0,False,1.773,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250512a/aladin.html,examples/WXT_results_summary_data/EP250512a/aladin.ipynb,examples/WXT_results_summary_data/EP250512a/cat_table.csv,
WXT_results,91,EP250526a,217.0502,-34.3288,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250526a/aladin.html,examples/WXT_results_summary_data/EP250526a/aladin.ipynb,examples/WXT_results_summary_data/EP250526a/cat_table.csv,
WXT_results,92,EP250609a,329.313,-31.33,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250609a/aladin.html,examples/WXT_results_summary_data/EP250609a/aladin.ipynb,examples/WXT_results_summary_data/EP250609a/cat_table.csv,
WXT_results,93,EP250610a,248.3567,38.5362,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250610a/aladin.html,examples/WXT_results_summary_data/EP250610a/aladin.ipynb,examples/WXT_results_summary_data/EP250610a/cat_table.csv,
WXT_results,94,EP250612a,229.6534,-26.7674,fxt_ra/fxt_dec,20.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250612a/aladin.html,examples/WXT_results_summary_data/EP250612a/aladin.ipynb,examples/WXT_results_summary_data/EP250612a/cat_table.csv,
WXT_results,95,EP250615a,290.374,4.678,wxt_ra/wxt_dec,190.0,False,,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250615a/aladin.html,examples/WXT_results_summary_data/EP250615a/aladin.ipynb,examples/WXT_results_summary_data/EP250615a/cat_table.csv,
